"iid","gender","wave","match","dec_o","age","exphappy","attr1_1","sinc1_1","intel1_1","fun1_1","amb1_1","shar1_1","dec","attr","sinc","intel","fun","amb","shar","prob"
102,1,4,1,1,32,6,30,10,30,20,10,0,1,10,9,8,7,7,10,5
102,1,4,0,0,32,6,30,10,30,20,10,0,1,10,9,7,8,8,9,5
102,1,4,0,0,32,6,30,10,30,20,10,0,1,6,5,8,9,8,5,7
102,1,4,0,0,32,6,30,10,30,20,10,0,1,10,9,8,8,5,6,8
102,1,4,0,0,32,6,30,10,30,20,10,0,1,9,8,7,5,5,4,8
102,1,4,0,0,32,6,30,10,30,20,10,0,0,5,6,7,2,7,3,6
102,1,4,0,0,32,6,30,10,30,20,10,0,1,6,8,8,8,8,5,7
102,1,4,0,0,32,6,30,10,30,20,10,0,1,8,6,6,7,4,3,4
102,1,4,0,0,32,6,30,10,30,20,10,0,0,5,5,6,6,7,5,6
102,1,4,0,0,32,6,30,10,30,20,10,0,0,3,7,7,1,3,2,5
102,1,4,0,0,32,6,30,10,30,20,10,0,0,3,7,7,2,2,2,5
102,1,4,0,0,32,6,30,10,30,20,10,0,1,7,7,8,8,10,7,7
102,1,4,0,0,32,6,30,10,30,20,10,0,1,7,8,8,6,8,7,7
102,1,4,0,0,32,6,30,10,30,20,10,0,1,7,7,7,6,6,5,6
103,1,4,0,0,26,6,40,5,20,10,10,15,0,6,8,9,7,7,7,5
103,1,4,0,1,26,6,40,5,20,10,10,15,0,6,7,7,7,7,5,4
103,1,4,0,1,26,6,40,5,20,10,10,15,0,6,7,6,6,6,6,4
103,1,4,0,0,26,6,40,5,20,10,10,15,0,5,7,8,6,7,6,5
103,1,4,0,1,26,6,40,5,20,10,10,15,0,7,8,8,6,7,6,5
103,1,4,0,0,26,6,40,5,20,10,10,15,1,8,8,8,8,8,8,7
103,1,4,0,0,26,6,40,5,20,10,10,15,0,6,7,6,6,6,3,4
103,1,4,0,0,26,6,40,5,20,10,10,15,1,8,8,8,8,8,8,6
103,1,4,0,0,26,6,40,5,20,10,10,15,0,7,7,9,8,8,7,5
103,1,4,0,0,26,6,40,5,20,10,10,15,0,6,7,8,8,7,7,5
103,1,4,0,0,26,6,40,5,20,10,10,15,0,6,7,7,7,7,6,5
103,1,4,0,0,26,6,40,5,20,10,10,15,1,8,7,7,7,7,8,7
103,1,4,0,0,26,6,40,5,20,10,10,15,0,7,6,7,6,7,6,5
103,1,4,0,0,26,6,40,5,20,10,10,15,1,8,7,8,7,8,5,6
103,1,4,0,0,26,6,40,5,20,10,10,15,0,6,7,8,5,5,5,3
103,1,4,1,1,26,6,40,5,20,10,10,15,1,8,8,8,8,8,8,6
103,1,4,0,0,26,6,40,5,20,10,10,15,0,6,6,6,6,6,6,3
103,1,4,0,1,26,6,40,5,20,10,10,15,0,6,7,7,8,7,6,5
104,1,4,0,0,27,8,20,15,25,15,20,5,0,6,8,7,6,6,5,5
104,1,4,0,0,27,8,20,15,25,15,20,5,0,6,6,6,6,6,7,4
104,1,4,0,0,27,8,20,15,25,15,20,5,0,6,8,6,6,4,4,2
104,1,4,1,1,27,8,20,15,25,15,20,5,1,6,8,7,7,7,4,6
104,1,4,0,1,27,8,20,15,25,15,20,5,0,6,9,8,6,7,4,5
104,1,4,1,1,27,8,20,15,25,15,20,5,1,8,6,7,7,7,6,4
104,1,4,0,0,27,8,20,15,25,15,20,5,1,7,8,7,8,6,5,7
104,1,4,0,0,27,8,20,15,25,15,20,5,1,7,6,6,7,7,5,5
104,1,4,0,0,27,8,20,15,25,15,20,5,0,6,6,6,6,6,5,4
104,1,4,0,1,27,8,20,15,25,15,20,5,0,6,8,6,6,5,5,2
104,1,4,1,1,27,8,20,15,25,15,20,5,1,7,7,7,8,7,6,7
104,1,4,0,0,27,8,20,15,25,15,20,5,0,7,6,6,6,6,5,4
104,1,4,0,0,27,8,20,15,25,15,20,5,0,6,6,6,6,6,5,3
104,1,4,1,1,27,8,20,15,25,15,20,5,1,7,7,7,6,7,6,7
104,1,4,0,1,27,8,20,15,25,15,20,5,0,10,10,10,10,10,10,1
104,1,4,0,1,27,8,20,15,25,15,20,5,0,8,7,7,6,8,6,5
104,1,4,0,0,27,8,20,15,25,15,20,5,1,9,8,6,6,6,6,5
104,1,4,1,1,27,8,20,15,25,15,20,5,1,7,8,6,8,6,6,5
105,1,4,1,1,25,5,33.3333333333333,16.6666666666667,22.2222222222222,22.2222222222222,0,5.55555555555556,1,7,7,8,9,8,7,4
105,1,4,1,1,25,5,33.3333333333333,16.6666666666667,22.2222222222222,22.2222222222222,0,5.55555555555556,1,8,7,8,8,7,7,3
105,1,4,0,1,25,5,33.3333333333333,16.6666666666667,22.2222222222222,22.2222222222222,0,5.55555555555556,0,5,8,8,6,4,6,2
105,1,4,0,1,25,5,33.3333333333333,16.6666666666667,22.2222222222222,22.2222222222222,0,5.55555555555556,0,5,9,8,9,5,6,2
105,1,4,1,1,25,5,33.3333333333333,16.6666666666667,22.2222222222222,22.2222222222222,0,5.55555555555556,1,6,9,9,6,5,7,1
105,1,4,0,0,25,5,33.3333333333333,16.6666666666667,22.2222222222222,22.2222222222222,0,5.55555555555556,1,8,7,9,8,10,5,1
105,1,4,1,1,25,5,33.3333333333333,16.6666666666667,22.2222222222222,22.2222222222222,0,5.55555555555556,1,8,7,7,6,7,6,4
105,1,4,0,0,25,5,33.3333333333333,16.6666666666667,22.2222222222222,22.2222222222222,0,5.55555555555556,1,8,9,8,7,5,8,3
105,1,4,1,1,25,5,33.3333333333333,16.6666666666667,22.2222222222222,22.2222222222222,0,5.55555555555556,1,7,9,9,8,7,9,4
105,1,4,0,0,25,5,33.3333333333333,16.6666666666667,22.2222222222222,22.2222222222222,0,5.55555555555556,1,7,7,8,7,6,7,4
105,1,4,1,1,25,5,33.3333333333333,16.6666666666667,22.2222222222222,22.2222222222222,0,5.55555555555556,1,8,8,8,8,7,6,5
105,1,4,0,0,25,5,33.3333333333333,16.6666666666667,22.2222222222222,22.2222222222222,0,5.55555555555556,1,8,7,7,6,7,5,1
105,1,4,0,0,25,5,33.3333333333333,16.6666666666667,22.2222222222222,22.2222222222222,0,5.55555555555556,1,7,8,8,8,7,7,5
105,1,4,0,0,25,5,33.3333333333333,16.6666666666667,22.2222222222222,22.2222222222222,0,5.55555555555556,1,7,8,9,6,8,5,5
105,1,4,0,0,25,5,33.3333333333333,16.6666666666667,22.2222222222222,22.2222222222222,0,5.55555555555556,0,6,7,7,5,6,5,3
105,1,4,1,1,25,5,33.3333333333333,16.6666666666667,22.2222222222222,22.2222222222222,0,5.55555555555556,1,8,8,10,9,7,7,10
105,1,4,1,1,25,5,33.3333333333333,16.6666666666667,22.2222222222222,22.2222222222222,0,5.55555555555556,1,8,7,8,7,6,6,3
105,1,4,0,0,25,5,33.3333333333333,16.6666666666667,22.2222222222222,22.2222222222222,0,5.55555555555556,1,8,7,8,7,6,5,4
106,1,4,0,1,22,5,10,20,35,10,5,20,0,8,3,7,8,4,NA,2
106,1,4,0,0,22,5,10,20,35,10,5,20,1,7,5,7,6,4,NA,5
106,1,4,1,1,22,5,10,20,35,10,5,20,1,10,10,10,8,8,NA,2
106,1,4,0,0,22,5,10,20,35,10,5,20,1,8,10,10,6,9,8,2
106,1,4,0,0,22,5,10,20,35,10,5,20,0,8,10,7,3,10,4,3
106,1,4,0,0,22,5,10,20,35,10,5,20,0,9,5,6,3,10,9,7
106,1,4,0,0,22,5,10,20,35,10,5,20,0,6,10,5,5,3,NA,6
106,1,4,0,0,22,5,10,20,35,10,5,20,1,10,10,10,10,10,10,7
106,1,4,0,0,22,5,10,20,35,10,5,20,1,10,10,10,8,8,8,6
106,1,4,0,0,22,5,10,20,35,10,5,20,0,6,10,6,3,6,NA,5
106,1,4,0,1,22,5,10,20,35,10,5,20,0,8,6,7,8,9,1,6
106,1,4,0,0,22,5,10,20,35,10,5,20,0,7,3,6,8,4,NA,2
106,1,4,0,0,22,5,10,20,35,10,5,20,1,8,10,8,8,6,5,3
106,1,4,0,0,22,5,10,20,35,10,5,20,1,8,8,8,8,10,NA,5
106,1,4,0,1,22,5,10,20,35,10,5,20,0,6,10,8,3,NA,4,7
106,1,4,1,1,22,5,10,20,35,10,5,20,1,10,10,10,10,10,10,6
106,1,4,0,0,22,5,10,20,35,10,5,20,0,6,10,4,4,6,NA,1
106,1,4,0,0,22,5,10,20,35,10,5,20,1,9,10,10,8,8,8,6
107,1,4,1,1,21,6,19,24,21,23,5,8,1,9,9,9,9,9,9,9
107,1,4,1,1,21,6,19,24,21,23,5,8,1,6,8,8,8,9,7,7
107,1,4,1,1,21,6,19,24,21,23,5,8,1,6.5,7,6.5,5,5,5,5
107,1,4,1,1,21,6,19,24,21,23,5,8,1,6,8,9,7,6,5,5
107,1,4,0,0,21,6,19,24,21,23,5,8,0,6,8,8,5.5,6,2,6
107,1,4,0,0,21,6,19,24,21,23,5,8,1,10,9,9,9,9,8,7
107,1,4,1,1,21,6,19,24,21,23,5,8,1,8,8,8,8,7,7.5,6
107,1,4,1,1,21,6,19,24,21,23,5,8,1,9,10,9,8,7,6.5,9
107,1,4,0,0,21,6,19,24,21,23,5,8,0,7,7,8.5,6.5,9,4,3
107,1,4,1,1,21,6,19,24,21,23,5,8,1,8,8,7,8,6,8,6
107,1,4,1,1,21,6,19,24,21,23,5,8,1,8,8,8,7,8,8,8
107,1,4,1,1,21,6,19,24,21,23,5,8,1,9,9,9,9,9,8.5,8
107,1,4,0,0,21,6,19,24,21,23,5,8,1,9,9,9,9,9,9,8
107,1,4,0,0,21,6,19,24,21,23,5,8,0,8,7,9,6,9,4,6
107,1,4,0,1,21,6,19,24,21,23,5,8,0,7,8,8,6,6,2,4
107,1,4,1,1,21,6,19,24,21,23,5,8,1,8,9,8,8,8,7,9
107,1,4,1,1,21,6,19,24,21,23,5,8,1,9,9,9,9,9,8,6
107,1,4,0,0,21,6,19,24,21,23,5,8,1,7.5,8.5,9,9.5,9.5,9,6
108,1,4,0,1,24,5,10,20,35,20,0,15,0,7,7,8,7,5,8,5
108,1,4,0,1,24,5,10,20,35,20,0,15,0,9,6,7,6,5,3,2
108,1,4,0,0,24,5,10,20,35,20,0,15,0,7,7,5,5,4,3,3
108,1,4,1,1,24,5,10,20,35,20,0,15,1,7,8,7,7,4,7,5
108,1,4,0,1,24,5,10,20,35,20,0,15,0,6,8,8,7,6,2,6
108,1,4,1,1,24,5,10,20,35,20,0,15,1,8,7,6,7,6,6,5
108,1,4,0,1,24,5,10,20,35,20,0,15,0,6,7,6,7,5,4,4
108,1,4,0,0,24,5,10,20,35,20,0,15,0,6,7,5,7,6,4,5
108,1,4,1,1,24,5,10,20,35,20,0,15,1,7,8,9,8,8,5,5
108,1,4,0,0,24,5,10,20,35,20,0,15,0,7,7,6,5,4,3,3
108,1,4,1,1,24,5,10,20,35,20,0,15,1,8,6,8,7,7,5,2
108,1,4,0,0,24,5,10,20,35,20,0,15,0,7,7,6,6,7,3,4
108,1,4,0,0,24,5,10,20,35,20,0,15,1,8,9,7,8,5,4,6
108,1,4,0,0,24,5,10,20,35,20,0,15,0,6,5,7,6,6,4,3
108,1,4,0,1,24,5,10,20,35,20,0,15,0,6,8,7,6,5,3,4
108,1,4,0,0,24,5,10,20,35,20,0,15,1,8,7,7,9,8,4,5
108,1,4,0,1,24,5,10,20,35,20,0,15,0,8,7,6,6,8,2,4
108,1,4,0,0,24,5,10,20,35,20,0,15,1,8,8,7,7,6,4,4
109,1,4,1,1,25,5,15,10,30,10,5,30,1,8,10,8,8,8,7,5
109,1,4,0,0,25,5,15,10,30,10,5,30,1,7,10,8,7,5,4,5
109,1,4,1,1,25,5,15,10,30,10,5,30,1,7,10,8,8,8,3,5
109,1,4,0,0,25,5,15,10,30,10,5,30,1,7,10,7,7,7,5,5
109,1,4,1,1,25,5,15,10,30,10,5,30,1,7,10,7,7,7,5,5
109,1,4,0,0,25,5,15,10,30,10,5,30,1,8,10,8,6,8,5,5
109,1,4,1,1,25,5,15,10,30,10,5,30,1,7,10,8,8,7,5,5
109,1,4,0,0,25,5,15,10,30,10,5,30,1,7,10,8,7,7,5,5
109,1,4,0,0,25,5,15,10,30,10,5,30,1,7,10,8,8,6,7,5
109,1,4,0,0,25,5,15,10,30,10,5,30,1,7,10,8,8,7,4,5
109,1,4,1,1,25,5,15,10,30,10,5,30,1,7,10,8,8,7,8,5
109,1,4,0,0,25,5,15,10,30,10,5,30,1,7,10,8,8,7,8,6
109,1,4,0,0,25,5,15,10,30,10,5,30,0,7,10,7,6,6,7,5
109,1,4,0,0,25,5,15,10,30,10,5,30,0,8,10,8,6,8,3,5
109,1,4,1,1,25,5,15,10,30,10,5,30,1,7,10,8,6,8,3,5
109,1,4,1,1,25,5,15,10,30,10,5,30,1,10,10,8,7,8,5,5
109,1,4,1,1,25,5,15,10,30,10,5,30,1,9,10,8,6,8,3,5
109,1,4,0,0,25,5,15,10,30,10,5,30,1,7,10,8,7,7,3,5
110,1,4,1,1,28,6,20,20,15,15,5,25,1,6,6,8,8,7,3,6
110,1,4,0,1,28,6,20,20,15,15,5,25,0,6,7,8,6,9,8,3
110,1,4,0,0,28,6,20,20,15,15,5,25,0,5,5,7,4,6,NA,2
110,1,4,0,0,28,6,20,20,15,15,5,25,0,5,8,9,8,6,NA,2
110,1,4,0,0,28,6,20,20,15,15,5,25,0,6,8,8,6,9,NA,2
110,1,4,0,0,28,6,20,20,15,15,5,25,0,5,5,8,5,10,5,2
110,1,4,0,0,28,6,20,20,15,15,5,25,0,6,8,9,8,6,7,5
110,1,4,0,0,28,6,20,20,15,15,5,25,0,7,8,9,8,8,NA,3
110,1,4,0,0,28,6,20,20,15,15,5,25,0,8,6,7,6,8,NA,2
110,1,4,0,0,28,6,20,20,15,15,5,25,1,6,8,8,8,8,NA,4
110,1,4,1,1,28,6,20,20,15,15,5,25,1,7,8,9,8,7,8,6
110,1,4,0,0,28,6,20,20,15,15,5,25,1,7,8,8,7,9,NA,4
110,1,4,0,0,28,6,20,20,15,15,5,25,0,6,8,8,7,6,6,5
110,1,4,0,0,28,6,20,20,15,15,5,25,0,5,7,8,5,9,6,6
110,1,4,0,0,28,6,20,20,15,15,5,25,0,5,6,8,4,NA,NA,6
110,1,4,1,1,28,6,20,20,15,15,5,25,1,8,8,8,7,8,NA,4
110,1,4,1,1,28,6,20,20,15,15,5,25,1,9,NA,8,8,7,5,6
110,1,4,0,0,28,6,20,20,15,15,5,25,0,5,7,8,7,8,8,6
111,1,4,0,1,27,9,20,20,20,20,10,10,0,3,4,8,8,6,4,5
111,1,4,0,0,27,9,20,20,20,20,10,10,0,6,7,7,5,6,5,5
111,1,4,0,0,27,9,20,20,20,20,10,10,0,4,4,5,2,2,3,3
111,1,4,0,0,27,9,20,20,20,20,10,10,0,3,6,5,5,3,7,4
111,1,4,0,0,27,9,20,20,20,20,10,10,0,5,5,6,3,5,5,4
111,1,4,0,0,27,9,20,20,20,20,10,10,0,4,4,7,6,8,3,2
111,1,4,0,0,27,9,20,20,20,20,10,10,0,5,6,5,5,5,3,4
111,1,4,0,0,27,9,20,20,20,20,10,10,0,3,7,6,7,5,8,4
111,1,4,0,0,27,9,20,20,20,20,10,10,0,2,6,6,5,5,3,5
111,1,4,0,0,27,9,20,20,20,20,10,10,0,3,8,7,6,7,6,3
111,1,4,0,0,27,9,20,20,20,20,10,10,0,5,6,7,4,7,3,3
111,1,4,0,0,27,9,20,20,20,20,10,10,0,7,6,7,5,5,4,5
111,1,4,0,0,27,9,20,20,20,20,10,10,0,6,6,7,5,5,4,3
111,1,4,0,0,27,9,20,20,20,20,10,10,0,7,7,6,6,8,7,3
111,1,4,0,0,27,9,20,20,20,20,10,10,0,3,8,5,4,5,7,5
111,1,4,0,0,27,9,20,20,20,20,10,10,0,8,7,8,5,6,6,5
111,1,4,0,0,27,9,20,20,20,20,10,10,0,7,6,6,3,4,4,4
111,1,4,0,1,27,9,20,20,20,20,10,10,0,5,7,7,5,5,5,4
112,0,5,1,1,20,4,15,15,20,25,10,15,1,7,7,7,9,7,8,8
112,0,5,0,1,20,4,15,15,20,25,10,15,0,4,8,7,4,9,3,5
112,0,5,0,1,20,4,15,15,20,25,10,15,0,5,1,6,2,8,1,2
112,0,5,1,1,20,4,15,15,20,25,10,15,1,7,7,8,8,7,8,5
112,0,5,1,1,20,4,15,15,20,25,10,15,1,5,7,9,6,8,7,5
112,0,5,1,1,20,4,15,15,20,25,10,15,1,10,6,7,8,8,8,8
112,0,5,1,1,20,4,15,15,20,25,10,15,1,9,10,8,8,7,9,9
112,0,5,1,1,20,4,15,15,20,25,10,15,1,7,7,6,7,6,7,7
112,0,5,0,0,20,4,15,15,20,25,10,15,1,8,8,8,8,8,8,5
112,0,5,0,0,20,4,15,15,20,25,10,15,0,2,7,6,2,5,1,5
113,0,5,0,0,21,7,15,15,25,25,15,5,1,8,10,9,10,5,5,1
113,0,5,0,0,21,7,15,15,25,25,15,5,0,5,9,6,5,5,2,6
113,0,5,0,1,21,7,15,15,25,25,15,5,0,5,9,8,1,10,1,4
113,0,5,1,1,21,7,15,15,25,25,15,5,1,10,9,10,10,10,7,2
113,0,5,1,1,21,7,15,15,25,25,15,5,1,6,9,8,7,7,6,7
113,0,5,0,0,21,7,15,15,25,25,15,5,1,9,9,8,10,7,8,7
113,0,5,1,1,21,7,15,15,25,25,15,5,1,6,10,9,8,7,4,8
113,0,5,0,0,21,7,15,15,25,25,15,5,0,6,9,7,8,7,9,8
113,0,5,0,0,21,7,15,15,25,25,15,5,1,9,9,8,6,5,5,7
113,0,5,0,0,21,7,15,15,25,25,15,5,0,4,9,8,3,6,2,5
114,0,5,0,0,20,6,20,20,20,20,10,10,1,7,6,6,7,4,4,6
114,0,5,0,0,20,6,20,20,20,20,10,10,1,8,7,6,6,5,4,7
114,0,5,0,1,20,6,20,20,20,20,10,10,0,4,3,4,2,9,3,2
114,0,5,0,0,20,6,20,20,20,20,10,10,0,7,5,5,6,5,3,4
114,0,5,0,0,20,6,20,20,20,20,10,10,0,5,6,5,5,5,7,5
114,0,5,0,0,20,6,20,20,20,20,10,10,0,2,3,2,2,6,2,1
114,0,5,1,1,20,6,20,20,20,20,10,10,1,8,6,7,8,7,5,8
114,0,5,0,0,20,6,20,20,20,20,10,10,0,5,6,5,4,6,3,5
114,0,5,0,0,20,6,20,20,20,20,10,10,1,7,8,7,5,6,6,6
114,0,5,0,0,20,6,20,20,20,20,10,10,0,5,6,4,5,3,3,6
115,0,5,0,0,21,3,20,10,30,20,15,5,0,10,10,10,10,10,10,1
115,0,5,0,0,21,3,20,10,30,20,15,5,0,6,10,10,7,6,5,8
115,0,5,0,1,21,3,20,10,30,20,15,5,0,2,10,10,2,10,2,6
115,0,5,1,1,21,3,20,10,30,20,15,5,1,10,10,10,10,10,10,10
115,0,5,0,0,21,3,20,10,30,20,15,5,0,6,10,10,8,10,6,8
115,0,5,1,1,21,3,20,10,30,20,15,5,1,8,5,9,9,10,8,7
115,0,5,1,1,21,3,20,10,30,20,15,5,1,9,10,9,8,8,7,8
115,0,5,0,1,21,3,20,10,30,20,15,5,0,6,10,8,8,10,5,8
115,0,5,0,0,21,3,20,10,30,20,15,5,0,6,9,9,9,9,5,8
115,0,5,0,0,21,3,20,10,30,20,15,5,0,NA,NA,NA,NA,NA,NA,NA
116,0,5,1,1,21,7,15,15,25,25,20,0,1,10,10,10,10,10,10,10
116,0,5,0,0,21,7,15,15,25,25,20,0,1,7,10,8,8,8,6,7
116,0,5,0,1,21,7,15,15,25,25,20,0,0,4,4,8,2,10,0,5
116,0,5,1,1,21,7,15,15,25,25,20,0,1,10,8,8,9,8,8,10
116,0,5,0,0,21,7,15,15,25,25,20,0,0,6,9,10,7,9,4,6
116,0,5,1,1,21,7,15,15,25,25,20,0,1,8,6,6,7,5,6,6
116,0,5,0,1,21,7,15,15,25,25,20,0,0,7,8,8,6,6,3,3
116,0,5,1,1,21,7,15,15,25,25,20,0,1,6,10,6,9,6,4,7
116,0,5,0,0,21,7,15,15,25,25,20,0,1,10,7,7,7,6,5,7
116,0,5,0,0,21,7,15,15,25,25,20,0,0,4,8,7,3,7,0,6
117,0,5,0,0,21,6,20,10,20,20,20,10,1,10,10,10,10,10,10,1
117,0,5,0,0,21,6,20,10,20,20,20,10,0,7,10,8,7,8,4,2
117,0,5,0,1,21,6,20,10,20,20,20,10,0,4,8,7,5,9,3,1
117,0,5,1,1,21,6,20,10,20,20,20,10,1,10,10,10,10,10,10,9
117,0,5,0,0,21,6,20,10,20,20,20,10,0,6,10,9,7,8,6,4
117,0,5,0,1,21,6,20,10,20,20,20,10,0,8,6,7,6,8,5,2
117,0,5,0,1,21,6,20,10,20,20,20,10,0,7,8,6,6,6,6,1
117,0,5,0,1,21,6,20,10,20,20,20,10,0,7,7,6,7,9,5,1
117,0,5,0,0,21,6,20,10,20,20,20,10,0,5,10,8,5,8,4,1
117,0,5,0,0,21,6,20,10,20,20,20,10,0,NA,NA,NA,NA,NA,NA,NA
119,0,5,0,1,19,4,50,15,10,10,10,5,0,3,8,5,5,5,NA,7
119,0,5,0,0,19,4,50,15,10,10,10,5,1,NA,6,7,8,9,4,7
119,0,5,0,1,19,4,50,15,10,10,10,5,0,4,9,8,NA,8,NA,7
119,0,5,1,1,19,4,50,15,10,10,10,5,1,6,8,8,9,8,6,8
119,0,5,0,1,19,4,50,15,10,10,10,5,0,5,4,8,7,6,NA,7
119,0,5,1,1,19,4,50,15,10,10,10,5,1,8,10,9,10,8,7,9
119,0,5,1,1,19,4,50,15,10,10,10,5,1,5,7,NA,NA,NA,NA,7
119,0,5,1,1,19,4,50,15,10,10,10,5,1,7,9,9,NA,0,6,10
119,0,5,1,1,19,4,50,15,10,10,10,5,1,6,9,8,9,7,NA,7
119,0,5,0,0,19,4,50,15,10,10,10,5,0,2,7,6,2,NA,1,7
120,0,5,1,1,20,3,10,10,35,35,8,2,1,7,8,7,8,8,5,8
120,0,5,0,0,20,3,10,10,35,35,8,2,0,5,8,6,2,2,2,6
120,0,5,0,0,20,3,10,10,35,35,8,2,0,2,1,4,1,6,0,8
120,0,5,1,1,20,3,10,10,35,35,8,2,1,6,8,8,6,8,5,7
120,0,5,0,1,20,3,10,10,35,35,8,2,0,8,10,8,7,8,6,8
120,0,5,0,1,20,3,10,10,35,35,8,2,0,9,4,5,2,2,1,7
120,0,5,1,1,20,3,10,10,35,35,8,2,1,8,7,8,6,5,2,5
120,0,5,0,1,20,3,10,10,35,35,8,2,0,5,7,2,2,4,2,8
120,0,5,1,1,20,3,10,10,35,35,8,2,1,9,9,9,8,10,2,5
120,0,5,0,0,20,3,10,10,35,35,8,2,0,7,8,6,5,7,2,5
121,0,5,0,0,21,2,35,15,5,30,15,0,1,8,10,10,7,7,8,1
121,0,5,0,0,21,2,35,15,5,30,15,0,1,9,10,7,5,10,9,1
121,0,5,0,1,21,2,35,15,5,30,15,0,0,4,6,7,6,6,1,10
121,0,5,0,0,21,2,35,15,5,30,15,0,1,6,10,10,8,8,4,1
121,0,5,0,0,21,2,35,15,5,30,15,0,1,8,7,10,7,10,9,1
121,0,5,0,0,21,2,35,15,5,30,15,0,0,4,4,2,1,1,1,1
121,0,5,0,0,21,2,35,15,5,30,15,0,1,9,10,10,5,7,4,1
121,0,5,0,1,21,2,35,15,5,30,15,0,0,7,6,7,8,10,7,1
121,0,5,0,0,21,2,35,15,5,30,15,0,1,6,10,5,2,2,4,1
121,0,5,0,0,21,2,35,15,5,30,15,0,1,7,10,10,8,10,1,1
122,1,5,1,1,22,6,40,15,10,20,5,10,1,9,9,9,9,9,9,7
122,1,5,0,1,22,6,40,15,10,20,5,10,0,10,10,10,10,10,10,1
122,1,5,0,1,22,6,40,15,10,20,5,10,0,6,10,7,7,7,7,4
122,1,5,0,0,22,6,40,15,10,20,5,10,0,10,10,10,10,10,10,1
122,1,5,1,1,22,6,40,15,10,20,5,10,1,10,10,10,10,10,10,10
122,1,5,0,1,22,6,40,15,10,20,5,10,0,10,10,10,10,10,10,1
122,1,5,0,0,22,6,40,15,10,20,5,10,1,9,9,8,7,8,7,6
122,1,5,1,1,22,6,40,15,10,20,5,10,1,6,7,7,7,7,7,9
122,1,5,0,1,22,6,40,15,10,20,5,10,0,6,9,8,7,6,6,7
122,1,5,0,0,22,6,40,15,10,20,5,10,0,6,10,8,8,8,8,4
123,1,5,0,0,18,5,50,10,20,5,5,10,1,9,7,7,6,4,5,2
123,1,5,0,0,18,5,50,10,20,5,5,10,0,6,5,5,4,4,5,2
123,1,5,0,1,18,5,50,10,20,5,5,10,0,4,6,6,5,4,5,1
123,1,5,0,0,18,5,50,10,20,5,5,10,0,4,5,4,4,5,4,2
123,1,5,0,1,18,5,50,10,20,5,5,10,0,6,5,5,4,4,6,2
123,1,5,0,0,18,5,50,10,20,5,5,10,0,6,6,5,6,5,6,2
123,1,5,0,1,18,5,50,10,20,5,5,10,0,6,4,5,6,7,7,2
123,1,5,0,0,18,5,50,10,20,5,5,10,0,9,6,8,5,7,4,8
123,1,5,0,1,18,5,50,10,20,5,5,10,0,5,4,5,4,5,4,1
123,1,5,0,0,18,5,50,10,20,5,5,10,0,4,5,5,4,5,5,1
124,1,5,0,0,22,6,40,10,10,10,10,20,1,6,7,7,4,4,5,6
124,1,5,0,0,22,6,40,10,10,10,10,20,1,7,6,7,5,5,8,8
124,1,5,0,0,22,6,40,10,10,10,10,20,1,5,6,8,7,7,7,2
124,1,5,0,0,22,6,40,10,10,10,10,20,1,6,2,4,4,4,6,6
124,1,5,0,0,22,6,40,10,10,10,10,20,1,5,4,3,2,5,4,7
124,1,5,0,0,22,6,40,10,10,10,10,20,1,8,7,6,5,5,5,8
124,1,5,0,0,22,6,40,10,10,10,10,20,1,9,8,4,5,3,2,7
124,1,5,0,0,22,6,40,10,10,10,10,20,0,7,5,6,6,8,7,8
124,1,5,0,0,22,6,40,10,10,10,10,20,1,2,7,9,6,7,7,7
124,1,5,0,0,22,6,40,10,10,10,10,20,1,6,7,7,6,7,7,7
125,1,5,1,1,21,6,20,15,20,15,12,18,1,9,8,9,9,8,7,8
125,1,5,1,1,21,6,20,15,20,15,12,18,1,8,8,7,7,7,6,5
125,1,5,0,0,21,6,20,15,20,15,12,18,0,5,8,8,6,7,5,7
125,1,5,1,1,21,6,20,15,20,15,12,18,1,10,10,9,10,9,10,10
125,1,5,1,1,21,6,20,15,20,15,12,18,1,10,10,10,10,10,10,9
125,1,5,1,1,21,6,20,15,20,15,12,18,1,10,5,6,10,10,10,9
125,1,5,1,1,21,6,20,15,20,15,12,18,1,8,8,6,6,6,7,8
125,1,5,1,1,21,6,20,15,20,15,12,18,1,9,8,7,8,7,7,7
125,1,5,0,1,21,6,20,15,20,15,12,18,0,4,6,6,5,4,2,5
125,1,5,0,0,21,6,20,15,20,15,12,18,0,7,7,6,6,5,5,4
126,1,5,1,1,22,6,25,40,15,10,5,5,1,7,8,7,6,6,6,7
126,1,5,1,1,22,6,25,40,15,10,5,5,1,6,8,9,9,8,6,8
126,1,5,0,0,22,6,25,40,15,10,5,5,0,6,7,7,6,7,7,6
126,1,5,0,0,22,6,25,40,15,10,5,5,0,5,7,6,6,6,5,5
126,1,5,0,0,22,6,25,40,15,10,5,5,0,7,6,8,9,7,7,3
126,1,5,0,0,22,6,25,40,15,10,5,5,0,7,7,7,7,7,8,3
126,1,5,0,0,22,6,25,40,15,10,5,5,1,6,9,8,9,7,7,7
126,1,5,0,0,22,6,25,40,15,10,5,5,1,7,7,7,7,6,8,7
126,1,5,0,1,22,6,25,40,15,10,5,5,0,4,8,7,6,6,5,7
126,1,5,0,0,22,6,25,40,15,10,5,5,0,7,7,6,8,8,6,5
