"date","price","bedrooms","bathrooms","sqft_living","sqft_lot","floors","waterfront","condition","grade","sqft_above","sqft_basement","yr_built","yr_renovated","zipcode"
"20150424T000000",525000,4,2.5,2400,10070,1,0,3,7,1510,890,1967,0,98034
"20150425T000000",303000,3,2.5,1850,4957,2,0,3,8,1850,0,1999,0,98092
"20150310T000000",722080,3,3.25,3680,7650,2,0,3,9,2340,1340,1988,0,98074
"20140627T000000",140000,3,1,1060,7473,1,0,3,7,1060,0,1959,0,98198
"20150401T000000",235000,3,1,1060,7473,1,0,3,7,1060,0,1959,0,98198
"20141120T000000",440000,3,1,1610,5500,1.5,0,3,7,1610,0,1903,1973,98103
"20140718T000000",605000,3,1.75,2330,6000,1.5,0,4,7,1630,700,1940,0,98126
"20140602T000000",380000,2,1,1210,4800,1,0,3,8,1060,150,1950,0,98108
"20140625T000000",352000,4,1,1530,8890,1,0,3,7,980,550,1925,0,98106
"20150413T000000",420000,4,2.25,2270,12000,1,0,4,7,1360,910,1979,0,98072
"20150430T000000",1175000,4,2,2590,7220,2,0,4,10,2590,0,1930,0,98199
"20141022T000000",1375000,3,1.5,1850,10572,1,0,4,8,1850,0,1953,0,98004
"20140926T000000",3e+05,3,1.5,1500,14750,1.5,0,4,6,1500,0,1933,0,98168
"20141112T000000",1150000,4,3.25,4740,49091,2,0,3,11,4740,0,1990,0,98053
"20141013T000000",453500,2,1.5,1710,4189,1,0,5,7,1160,550,1951,0,98136
"20141014T000000",443500,3,2,1920,7598,1,0,4,8,1920,0,1972,0,98177
"20150326T000000",332000,2,1,1150,8138,1,0,3,7,1150,0,1954,0,98155
"20150327T000000",655000,3,2.5,2320,4721,2,0,3,8,2320,0,2004,0,98075
"20140903T000000",475000,4,1,1420,6000,1.5,0,3,7,1420,0,1950,0,98115
"20141024T000000",372500,3,1.75,1550,12956,1,0,3,7,1210,340,1988,0,98045
"20140527T000000",1050000,4,2.5,2920,7200,1,0,3,8,1470,1450,1921,2006,98144
"20140603T000000",5e+05,3,1.75,1620,4200,1,0,5,7,830,790,1945,0,98115
"20140528T000000",9e+05,6,2.75,2300,24773,1.5,0,4,9,2300,0,1950,1985,98040
"20140604T000000",327500,3,1,1070,7140,1,0,3,7,1070,0,1989,0,98118
"20150406T000000",390000,3,1.75,1790,7123,1,0,3,7,1790,0,1913,1995,98019
"20150113T000000",451101,2,1.5,1510,1962,2,0,4,8,1510,0,1985,0,98007
"20141014T000000",455000,4,1,1340,5800,1.5,0,3,7,1340,0,1914,0,98116
"20140701T000000",650000,4,2.5,3350,46748,2,0,3,10,3350,0,2004,0,98010
"20140806T000000",895000,3,2.5,2500,7746,2,0,4,10,1910,590,1993,0,98112
"20150326T000000",8e+05,4,2.25,2350,10664,1,0,2,7,1510,840,1952,0,98040
"20141113T000000",703770,4,2.25,2550,12918,2,0,3,9,2550,0,1987,0,98006
"20140814T000000",249950,3,1.75,1320,10454,1,0,4,7,1320,0,1968,0,98002
"20150428T000000",512000,2,2,1270,3881,1,0,4,6,610,660,1926,0,98105
"20150506T000000",780000,5,2.5,3480,74052,1,0,4,8,1980,1500,1972,0,98027
"20140716T000000",336000,3,2.25,2820,11625,2,0,3,8,2820,0,1986,0,98092
"20140822T000000",285000,3,2,2110,6900,1.5,0,5,6,1220,890,1955,0,98178
"20141021T000000",229900,3,1.75,1100,7224,1,0,3,7,1100,0,1981,0,98032
"20150415T000000",667500,4,3,1920,4000,1.5,0,4,8,1540,380,1931,0,98116
"20140620T000000",378000,4,2.5,1890,12236,1,0,3,7,1230,660,1978,0,98045
"20140905T000000",454000,3,2.5,2530,43733,2,0,3,8,1530,1000,1991,0,98045
"20140508T000000",537500,4,2.5,2550,4630,2,0,3,7,2550,0,2005,0,98075
"20140903T000000",425000,3,1,1550,4160,1.5,0,4,6,1550,0,1926,0,98118
"20141124T000000",290000,3,2,1760,6600,1,0,3,7,1760,0,1998,0,98030
"20140701T000000",349500,3,2,1270,3600,1,0,3,7,1270,0,1963,0,98122
"20141202T000000",370000,3,2.75,1250,1655,2,0,3,7,830,420,2006,0,98136
"20150309T000000",549500,3,1.75,1620,8438,1,0,4,8,1620,0,1961,0,98125
"20150130T000000",245000,2,1,710,6322,1,0,3,6,710,0,1942,0,98126
"20140729T000000",208000,3,1.75,1070,7200,1,0,3,7,1070,0,1994,0,98010
"20141220T000000",248000,4,2.25,2320,8760,1,0,4,8,1160,1160,1966,0,98032
"20141003T000000",610000,4,3.25,5450,37058,1.5,0,5,9,5450,0,1984,0,98042
"20150401T000000",550000,4,2.5,1670,5116,2,0,3,8,1670,0,1999,0,98155
"20141028T000000",750000,3,2.75,3010,206910,2,0,3,10,3010,0,2001,0,98045
"20141030T000000",192000,2,1.75,1340,7380,1,0,3,6,1340,0,1940,0,98055
"20150218T000000",169317,2,1,790,4000,1,0,3,7,790,0,1908,0,98112
"20140701T000000",1198000,4,3.5,3400,3850,2.5,0,3,10,2790,610,2008,0,98112
"20141029T000000",880000,2,1,1530,6350,1.5,0,4,7,1530,0,1923,0,98112
"20140617T000000",210000,1,1,930,7129,1,0,3,6,930,0,1948,0,98133
"20150107T000000",180500,3,1.5,1540,9800,1,0,3,7,1010,530,1973,0,98058
"20140728T000000",540000,4,2,1990,29078,2,0,3,9,1990,0,1984,0,98074
"20140624T000000",520000,3,1.75,2300,35722,1,0,3,9,2300,0,1984,0,98072
"20140626T000000",177500,3,1.5,1220,6000,1,0,3,7,1220,0,1968,0,98055
"20141105T000000",415000,3,1.75,2380,5650,1,0,4,8,1190,1190,1956,0,98118
"20140909T000000",495000,4,2.5,2020,7200,1,0,5,7,1010,1010,1968,0,98034
"20150304T000000",325000,3,2.25,1890,9646,1,0,3,8,1890,0,1966,0,98168
"20150220T000000",440000,2,1.75,1330,4903,1,0,3,7,1330,0,1985,0,98052
"20140723T000000",411000,3,1.75,1490,9844,1,0,4,7,1190,300,1959,0,98155
"20141029T000000",810000,5,3.5,3550,9600,2,0,3,9,2550,1000,1998,0,98118
"20141016T000000",561750,5,1.75,2040,8996,1,0,4,7,1020,1020,1962,0,98008
"20140722T000000",835100,4,2.5,2380,12573,1,0,4,9,2380,0,1963,0,98005
"20140901T000000",450000,3,2.25,1780,9969,1,0,3,8,1450,330,1985,0,98034
"20141104T000000",238000,3,2.5,1650,2807,2,0,3,7,1650,0,2004,0,98055
"20141205T000000",299000,3,1,1510,142803,1,0,3,7,1510,0,1974,0,98001
"20141017T000000",570000,2,1,1100,6240,1,0,4,7,1100,0,1941,0,98199
"20140604T000000",340000,3,1.75,2190,12626,2,0,4,8,2190,0,1978,0,98042
"20150429T000000",450000,2,1.75,1760,2275,1.5,0,3,6,1040,720,1912,0,98116
"20140910T000000",272750,4,1.5,1800,8786,1,0,3,7,1330,470,1966,0,98146
"20140724T000000",520000,4,2,2000,6380,2,0,4,6,1860,140,1949,0,98115
"20140618T000000",284950,3,1,990,10723,1,0,5,7,990,0,1960,0,98059
"20150424T000000",255000,2,1.5,1480,9660,1,0,3,7,1480,0,1949,0,98188
"20141112T000000",231500,2,1,1200,9488,1,0,5,7,1200,0,1941,0,98168
"20141210T000000",415000,1,2,3000,204732,2.5,0,3,8,3000,0,1979,0,98014
"20150105T000000",330000,4,2.5,3504,6000,2,0,3,7,3504,0,2006,0,98001
"20140528T000000",365000,3,1.5,1300,12240,1,0,3,7,1300,0,1963,0,98028
"20141007T000000",425000,4,2,1330,9188,1.5,0,3,7,1330,0,1928,2004,98198
"20141104T000000",4e+05,4,1.75,1850,6480,1,0,4,7,1120,730,1958,0,98108
"20140922T000000",335000,4,2.5,2240,9701,2,0,3,9,2240,0,1989,0,98023
"20140930T000000",342000,3,3,1260,1251,2,0,3,7,1040,220,2003,0,98144
"20141204T000000",490000,8,5,2800,2580,2,0,3,8,1880,920,1997,0,98122
"20141106T000000",331500,4,1.75,1820,14319,1,0,4,7,1820,0,1969,0,98059
"20150330T000000",960000,3,2.5,1730,4102,3,1,3,8,1730,0,1996,0,98074
"20140709T000000",720500,4,2.5,3350,35298,2,0,4,9,3350,0,1985,0,98053
"20140820T000000",830000,3,2.5,3370,6550,2,0,4,8,2840,530,1912,2001,98126
"20140523T000000",662990,3,1.75,1240,3600,1.5,0,5,7,1240,0,1926,0,98116
"20150330T000000",220000,4,2,2340,10507,1.5,0,4,6,2340,0,1959,0,98030
"20150108T000000",349950,5,2,1880,4179,1,0,3,7,940,940,1952,2000,98118
"20150107T000000",550000,3,2,1810,2159,1,0,3,7,1010,800,1922,0,98109
"20140915T000000",396000,3,1.75,2340,5668,1,0,4,6,1200,1140,1941,0,98106
"20150116T000000",635000,4,1.5,2820,4000,2,0,3,7,2820,0,1911,0,98103
"20141118T000000",293000,3,1,1020,7650,1,0,3,7,1020,0,1940,0,98133
"20140711T000000",339000,3,2.25,2090,10120,1,0,4,7,1290,800,1979,0,98058
"20140630T000000",285000,4,2.25,1830,8734,2,0,4,7,1830,0,1991,0,98030
"20140710T000000",775000,6,2.75,2980,5000,1.5,0,3,7,2480,500,1916,0,98103
"20140626T000000",224000,4,1.5,1600,9289,1,0,4,7,1600,0,1959,0,98002
"20141029T000000",2250000,4,3.5,4440,8125,2,0,5,10,3140,1300,1922,0,98144
"20140701T000000",165050,3,1,1200,8514,1,0,3,7,1200,0,1959,0,98022
"20141027T000000",275000,3,1.25,1230,4500,1.5,0,4,7,1230,0,1913,0,98118
"20140911T000000",445000,5,3,2930,5500,1,0,3,7,1750,1180,1951,0,98118
"20150401T000000",510000,3,2.25,2370,38639,1,0,3,8,1930,440,1978,0,98077
"20140610T000000",1230000,4,2.5,3040,7000,2,0,3,9,3040,0,2001,0,98040
"20141029T000000",390000,3,1.5,1610,13500,1,0,3,7,1060,550,1970,0,98155
"20140513T000000",460000,3,2.25,2350,10450,1,0,3,8,1390,960,1977,0,98028
"20150327T000000",7e+05,3,1.75,2000,14733,1,0,4,8,2000,0,1958,0,98005
"20140622T000000",874150,4,3.5,3530,14406,2,0,3,10,2570,960,1987,0,98034
"20140731T000000",470000,3,2.25,2220,9800,2,0,3,8,2220,0,1987,0,98155
"20140521T000000",374000,3,1.75,2000,9416,1,0,4,6,2000,0,1961,0,98033
"20140717T000000",510000,2,1.75,1210,131115,1.5,0,5,7,1210,0,1950,0,98070
"20140711T000000",467000,2,2.5,1140,1181,3,0,3,8,1140,0,2007,0,98107
"20140616T000000",576000,4,2.5,2440,28405,2,0,3,8,2440,0,2002,0,98028
"20140530T000000",196440,3,2,1560,7352,1,0,3,6,1560,0,1992,0,98001
"20141231T000000",825000,4,2.5,3210,18901,2,0,3,10,3210,0,1993,0,98077
"20150408T000000",281000,2,1,930,2600,1,0,3,7,930,0,1981,0,98034
"20140812T000000",326000,3,2.5,1782,1577,3,0,3,7,1782,0,2000,0,98125
"20150410T000000",340000,3,1.75,1740,46580,1,0,4,7,1740,0,1980,0,98010
"20141208T000000",440000,5,1.75,3690,36036,1,0,3,9,1890,1800,1985,0,98042
"20140522T000000",749000,4,2.5,2930,18199,2,0,3,9,2930,0,1998,0,98075
"20150227T000000",340000,4,1,1230,8316,1.5,0,3,7,1230,0,1963,0,98034
"20140506T000000",561000,3,2,2000,7000,2,0,3,7,2000,0,1916,1986,98136
"20141031T000000",270000,3,2.25,1520,7930,1,0,3,7,1160,360,1988,0,98038
"20140620T000000",6e+05,2,1,1040,3600,1,0,4,7,1040,0,1919,1980,98112
"20140505T000000",219900,4,1.5,1120,5427,1,0,3,6,1120,0,1969,2014,98042
"20141208T000000",617000,3,1.75,3020,360241,2,0,3,8,3020,0,1992,0,98092
"20140904T000000",469000,3,2.25,1820,8446,2,0,3,8,1820,0,1978,0,98034
"20140811T000000",229000,3,1,1370,56628,1,0,3,7,1370,0,1942,0,98003
"20150422T000000",1265000,4,3,3130,2646,2.5,0,5,9,2290,840,1906,0,98102
"20140805T000000",365000,3,1.5,1640,8301,1,0,3,7,1290,350,1958,0,98155
"20141212T000000",429000,4,2.5,2650,9301,2,0,3,9,2650,0,2001,0,98001
"20141208T000000",550000,4,2.5,2850,6809,2,0,3,9,2850,0,2003,0,98019
"20150116T000000",453000,3,2.5,1820,16300,1,0,4,7,1220,600,1955,0,98166
"20140617T000000",187500,3,1.5,1180,7000,1,0,4,7,1180,0,1977,0,98023
"20150415T000000",520500,6,2.5,1880,14350,1,0,5,7,1640,240,1955,0,98133
"20150204T000000",3e+05,3,1.75,1280,12776,1,0,4,7,1280,0,1977,0,98031
"20140516T000000",799000,4,3.25,3120,5000,2,0,3,9,2370,750,2005,0,98115
"20150203T000000",338000,3,2.5,2470,4948,2,0,3,8,2470,0,2003,0,98038
"20140514T000000",8e+05,3,1,1700,4400,1.5,0,4,8,1700,0,1906,0,98122
"20140825T000000",360000,2,2,1180,3200,1,0,4,6,590,590,1945,0,98136
"20140728T000000",442500,6,2.5,2800,10490,1,0,3,7,1400,1400,1968,0,98177
"20150327T000000",7e+05,4,1,1300,1651359,1,0,4,6,1300,0,1920,0,98022
"20140508T000000",830000,5,3,3040,9601,1,0,5,9,1970,1070,1968,0,98040
"20141118T000000",360400,3,2.5,1630,11592,2,0,3,8,1630,0,1987,0,98011
"20141121T000000",345000,3,1,1340,9339,1,0,5,7,1340,0,1960,0,98056
"20140909T000000",3e+05,3,1.75,1830,51836,1,0,4,7,1430,400,1966,0,98059
"20140904T000000",350000,3,1,1240,10800,1,0,5,7,1240,0,1959,0,98056
"20141008T000000",368000,4,2,2500,36900,1,0,3,7,1540,960,1972,0,98038
"20140623T000000",264000,3,1.75,1760,7482,1,0,4,8,1760,0,1966,0,98023
"20150312T000000",435000,3,2,2660,16677,1,0,3,9,2210,450,1990,0,98038
"20140604T000000",2e+05,3,1.5,2060,15837,1.5,0,3,6,2060,0,1903,0,98055
"20140514T000000",620000,5,2.5,2540,3832,2,0,5,8,1760,780,1929,0,98117
"20141120T000000",1679000,5,4.25,4830,11466,2,0,3,10,3720,1110,2014,0,98040
"20141209T000000",337000,3,1.75,1400,6000,1,0,4,7,700,700,1919,0,98108
"20141001T000000",1928000,4,3.25,4280,20296,2,0,4,11,4280,0,1984,0,98004
"20140528T000000",544500,4,2.5,2230,10414,1,0,5,7,1450,780,1974,0,98075
"20150102T000000",252000,1,1,680,1638,1,0,1,6,680,0,1910,1992,98116
"20140605T000000",445000,4,2.5,2340,3784,2,0,3,8,2340,0,2008,0,98106
"20140725T000000",379500,3,2.25,2070,14196,2,0,3,7,2070,0,1989,0,98059
"20150311T000000",189950,4,2,1910,4225,1,0,4,6,910,1000,1919,0,98001
"20140602T000000",469000,3,1,950,4250,1.5,0,5,6,950,0,1948,0,98122
"20140611T000000",6e+05,5,2.75,2910,53898,1,0,5,7,1510,1400,1979,0,98077
"20141107T000000",785000,3,2.5,2930,33981,2,0,3,9,2930,0,2000,0,98059
"20150210T000000",372000,4,2.75,2610,8967,2,0,4,8,2610,0,1990,0,98042
"20150225T000000",445000,5,3,3880,7180,2,0,3,7,3880,0,2004,0,98056
"20141014T000000",508000,4,2.25,3320,53392,2,0,4,8,2000,1320,1986,0,98027
"20150318T000000",780000,5,1.5,1940,4800,2,0,3,8,1940,0,1905,0,98103
"20150316T000000",541100,4,2.25,2510,9800,2,0,3,9,2510,0,1978,0,98072
"20150105T000000",729000,4,2.5,2660,5608,2,0,3,9,2660,0,2003,0,98029
"20141104T000000",397000,3,2,1710,134489,1,0,5,7,1710,0,1952,0,98022
"20140515T000000",451555,2,1,1320,4520,1,0,3,6,1320,0,1912,1971,98116
"20140630T000000",3e+05,2,1,960,8153,1,0,3,6,960,0,1947,0,98155
"20150407T000000",416000,3,2.5,1790,11542,1,0,5,7,1190,600,1969,0,98059
"20141021T000000",490000,2,1,950,3060,1,0,3,6,810,140,1925,0,98105
"20150129T000000",480000,6,3.75,2940,5054,2,0,3,7,2940,0,1942,2003,98146
"20150203T000000",368000,2,2,930,1662,1,0,3,7,670,260,2002,0,98199
"20140918T000000",1038000,3,2.5,4570,10615,2,0,3,12,4570,0,1991,0,98027
"20150120T000000",545000,3,2.5,2370,9000,1,0,4,8,1570,800,1952,0,98146
"20150323T000000",850000,5,2.75,3430,15119,2,0,3,10,3430,0,1998,0,98075
"20141204T000000",550000,4,3.5,3540,4750,2,0,3,10,3540,0,2003,0,98055
"20150217T000000",6e+05,3,2.25,2240,9314,2,0,3,9,2240,0,1984,0,98074
"20140827T000000",535000,4,2.5,2710,12138,1,0,3,8,1700,1010,1968,0,98155
"20140520T000000",599950,3,2.5,2660,4975,2,0,3,8,2660,0,2014,0,98118
"20140718T000000",531000,5,2.75,2540,5022,1,0,4,8,1540,1000,1955,0,98108
"20140605T000000",530000,4,2.25,2210,7665,2,0,4,8,2210,0,1968,0,98006
"20140625T000000",597326,4,4,3570,8250,2,0,3,10,2860,710,2015,0,98040
"20150429T000000",805000,4,2.5,3450,33460,2,0,3,9,3450,0,1997,0,98077
"20141027T000000",390000,4,1.75,2330,8364,1,0,4,8,2330,0,1968,0,98058
"20140519T000000",487250,4,2,1690,3250,1.5,0,3,7,1550,140,1901,0,98103
"20140909T000000",301000,3,1.5,1030,8414,1,0,4,7,1030,0,1967,0,98155
"20150205T000000",1175000,5,2.75,2560,5618,1.5,0,3,8,2220,340,1923,0,98109
"20140926T000000",299000,4,2.5,1950,3000,2,0,3,7,1950,0,2002,0,98178
"20140903T000000",2350000,4,2.25,4370,22863,2.5,0,4,10,3670,700,1907,1994,98033
"20141014T000000",4e+05,4,2.5,2350,3904,2.5,0,3,7,2350,0,1999,0,98106
"20141201T000000",467500,4,2.5,3160,7210,1,0,4,7,1880,1280,1969,0,98034
"20150220T000000",305000,4,2.5,2430,9103,2,0,3,8,2430,0,1990,0,98023
"20140505T000000",210000,3,1,1340,306848,1,0,3,5,1340,0,1953,0,98019
"20150428T000000",3e+05,3,1,1010,10168,1,0,3,6,1010,0,1979,0,98014
"20140908T000000",327500,3,2.25,1770,8755,1,0,3,8,1330,440,1981,0,98058
"20140805T000000",269000,3,2,1210,7136,1,0,3,7,1210,0,2003,0,98031
"20150331T000000",975000,4,3.25,3330,17533,1,0,3,9,1750,1580,1969,0,98033
"20141210T000000",355000,3,1,1240,5400,1,0,4,7,1060,180,1940,0,98133
"20140508T000000",712000,3,1,1250,4620,1.5,0,4,7,1150,100,1900,0,98103
"20140614T000000",883000,4,2.5,2960,41656,2,0,3,10,2960,0,1985,0,98072
"20140815T000000",190000,2,1,840,12252,1,0,3,6,840,0,1994,0,98010
"20150406T000000",443000,3,1.75,1530,8028,1,0,3,7,1200,330,1967,0,98177
"20140509T000000",920000,4,3,3750,11025,2,0,3,10,3750,0,1976,0,98074
"20141222T000000",285000,4,2.25,2150,8250,1,0,4,7,1240,910,1978,0,98023
"20150423T000000",901000,4,3.25,1560,4080,1,0,3,7,1560,0,1916,0,98126
"20150305T000000",552500,3,1.75,2040,5775,1,0,3,7,1410,630,1958,0,98199
"20150303T000000",256000,2,1,860,5000,1,0,3,6,860,0,1915,1945,98146
"20140512T000000",341000,3,1.5,1720,7119,1.5,0,4,7,1720,0,1952,0,98155
"20150326T000000",279000,4,2.25,2090,8941,2,0,3,7,2090,0,1975,0,98058
"20140726T000000",686000,4,2.25,2130,10650,2,0,4,8,2130,0,1977,0,98006
"20140523T000000",225000,2,1,1300,11867,1.5,0,4,6,1300,0,1975,0,98010
"20140627T000000",215500,2,1.75,1220,15600,1,0,3,6,1220,0,1972,0,98001
"20150414T000000",950000,4,3,2420,4800,1.5,0,3,7,1520,900,1919,0,98119
"20141105T000000",503000,4,2.5,2940,156988,2,0,3,9,1870,1070,1996,0,98014
"20150122T000000",780000,3,2.5,2610,7567,2,0,3,9,2610,0,1997,0,98052
"20150223T000000",212000,4,2,1880,7500,1,0,5,6,980,900,1946,0,98178
"20140729T000000",580000,4,2.75,2330,6703,1.5,0,3,7,1710,620,1983,0,98177
"20141111T000000",465000,4,2.5,2200,3141,2,0,3,7,2060,140,1994,0,98144
"20141119T000000",206000,4,2,1720,7560,1,0,3,7,1720,0,1959,0,98001
"20150223T000000",615000,3,2.5,2250,10171,2,0,3,9,2250,0,1987,0,98006
"20140719T000000",519000,4,1,1640,6305,1.5,0,5,6,1640,0,1907,0,98118
"20150423T000000",1135000,4,3.25,4130,11444,2,0,3,11,4130,0,2001,0,98059
"20140808T000000",330000,5,2.5,2600,3839,2,0,3,7,2600,0,2005,0,98058
"20150506T000000",240000,4,1.5,1920,7973,1,0,3,8,1920,0,1955,0,98178
"20141107T000000",574000,3,2,2060,7000,1,0,4,9,2060,0,1988,0,98029
"20141103T000000",930000,4,4.25,5710,24663,2,0,3,11,5710,0,2007,0,98092
"20140714T000000",850000,4,3,2720,183823,2,0,3,8,2720,0,1975,2007,98053
"20141212T000000",415000,3,1.5,1490,7275,1,0,3,7,1090,400,1974,0,98034
"20141118T000000",480000,3,2.5,2360,9005,1,0,5,7,1340,1020,1929,0,98133
"20140721T000000",3e+05,5,1,1940,8875,1,0,3,7,1940,0,1957,0,98188
"20140708T000000",439000,4,2.25,2570,9503,2,0,3,8,2570,0,1980,0,98011
"20150327T000000",450000,3,1,1160,36831,1,0,3,7,1160,0,1938,0,98028
"20150426T000000",589000,3,2.5,2660,206480,1,0,3,8,2660,0,1989,0,98024
"20150407T000000",477000,3,2.25,1260,3000,2,0,3,7,1260,0,2003,0,98029
"20140924T000000",587500,4,2.25,1780,6120,1,0,3,8,1310,470,1951,0,98115
"20140924T000000",1315000,4,2.25,3180,6105,2,0,3,10,3180,0,1905,0,98112
"20140911T000000",1430000,4,2.5,3380,27589,2,0,3,10,3380,0,1966,0,98004
"20150413T000000",7e+05,4,2.25,2690,15000,2,0,3,9,1890,800,1978,0,98074
"20140623T000000",275000,2,1,1180,6552,1,0,4,6,1180,0,1949,0,98133
"20140624T000000",367500,3,1,1660,11783,1,0,4,7,1160,500,1978,0,98077
"20150505T000000",453250,4,2.5,2260,6300,2,0,3,7,2260,0,2001,0,98019
"20150417T000000",607000,5,1.75,1910,5428,1,0,3,8,1390,520,1954,0,98136
"20140702T000000",255000,4,2,2430,8960,1,0,3,7,1430,1000,1960,0,98178
"20150501T000000",501000,2,2,1300,2500,1,0,4,7,770,530,1926,0,98117
"20150331T000000",450000,3,1,1060,4650,1,0,3,7,910,150,1950,0,98116
"20140820T000000",360000,3,2.25,2200,8000,2,0,3,8,2200,0,1981,0,98055
"20141114T000000",460000,4,1.75,1720,3050,1.5,0,5,7,1040,680,1929,0,98116
"20150303T000000",753000,3,1.75,2360,8290,1,0,4,7,1180,1180,1950,0,98115
"20150506T000000",389950,2,1,820,4234,1,0,3,6,820,0,1951,0,98136
"20140506T000000",469000,2,1,1030,4400,1,0,3,7,1030,0,1924,0,98117
"20140912T000000",550000,4,1.75,2030,5688,2,0,4,9,1730,300,1939,0,98146
"20140904T000000",565000,5,3.5,2700,11675,1.5,0,4,6,1950,750,1948,0,98133
"20140521T000000",189650,2,1.75,1100,7600,1,0,3,6,1100,0,1980,0,98198
"20140619T000000",1525000,4,3.25,3620,5131,2,0,4,11,2350,1270,1927,0,98119
"20140820T000000",260000,3,1.75,1340,8000,1,0,3,7,1340,0,1980,0,98038
"20140601T000000",243000,3,1.75,1790,12000,1,0,3,7,1040,750,1960,0,98198
"20141201T000000",1100000,4,2.5,3830,13800,1,0,4,9,2030,1800,1969,0,98006
"20140820T000000",249000,3,1.5,1580,7200,1,0,4,7,1080,500,1976,0,98092
"20140516T000000",720000,2,1,2020,7200,1,0,4,7,1700,320,1947,0,98146
"20150325T000000",905000,4,2.5,3330,9557,2,0,3,10,3330,0,1995,0,98006
"20150423T000000",824500,4,2.5,2610,3500,1.5,0,5,7,1610,1000,1927,0,98115
"20140624T000000",762500,4,2.75,2610,8760,1,0,4,8,1760,850,1978,0,98040
"20150413T000000",580000,3,2.5,1740,1280,3,0,3,8,1740,0,2008,0,98116
"20140818T000000",380000,3,2,1840,8580,1,0,3,8,1840,0,1990,0,98058
"20150401T000000",805000,3,1.75,1080,3200,1,0,4,7,880,200,1926,0,98103
"20140716T000000",520000,4,1.75,1240,4532,1.5,0,4,7,1240,0,1944,0,98117
"20150203T000000",1569500,5,4.5,5620,5800,3,0,3,11,4700,920,1999,0,98199
"20140514T000000",175000,2,1,1170,8925,1,0,3,6,1170,0,1911,0,98198
"20140616T000000",353500,4,2.25,1760,9602,2,0,3,7,1760,0,1987,0,98058
"20150102T000000",5e+05,4,2.5,2230,26989,1,0,4,8,1400,830,1962,0,98166
"20150211T000000",386500,3,1.75,1520,7350,1,0,4,7,1140,380,1972,0,98034
"20140716T000000",210000,2,1,1450,4750,1,0,3,7,850,600,1950,0,98118
"20150423T000000",439500,3,2.5,1600,6510,1,0,3,7,940,660,1983,0,98155
"20140813T000000",315000,5,2.5,3220,5751,2,0,3,8,3220,0,2002,0,98042
"20140519T000000",339000,4,2.5,1830,8601,2,0,3,7,1830,0,2003,0,98038
"20140924T000000",655000,4,2.25,2200,9163,1,0,4,8,1430,770,1971,0,98006
"20140828T000000",740000,2,2.5,2170,8678,1,0,3,8,2170,0,2008,0,98053
"20150306T000000",685000,5,2.5,1900,7843,2,0,5,7,1900,0,1966,0,98008
"20150310T000000",550000,5,2.5,2960,9877,1,0,4,7,1480,1480,1960,0,98005
"20140602T000000",405000,2,1.75,1710,4234,2,0,3,7,1330,380,1920,1979,98136
"20150416T000000",765000,4,2.25,2620,17366,1,0,3,9,1430,1190,1984,0,98075
"20150304T000000",625000,3,2,2140,3600,2,0,3,8,1680,460,1911,1997,98116
"20141006T000000",207000,4,2.5,2100,19680,1.5,0,3,6,2100,0,1914,0,98055
"20150312T000000",370000,4,2.5,2100,19680,1.5,0,3,6,2100,0,1914,0,98055
"20141202T000000",475000,3,2.5,1460,4961,1,0,4,8,1150,310,1988,0,98033
"20140829T000000",365000,2,1,990,8250,1,0,3,7,990,0,1955,0,98133
"20141222T000000",411800,4,2.25,2190,6800,1,0,5,7,1340,850,1969,0,98011
"20140721T000000",668000,5,3.5,3990,42436,2,0,3,9,2710,1280,2002,0,98027
"20140911T000000",618000,3,2.5,2340,3630,2,0,3,9,2340,0,1998,0,98122
"20141226T000000",247500,4,2,2460,5921,1,0,4,7,1230,1230,1948,0,98002
"20140730T000000",345000,5,3,2080,6150,1,0,3,7,1040,1040,1950,0,98116
"20150311T000000",616300,3,2,1700,8400,2,0,3,7,1700,0,1927,0,98033
"20150116T000000",348000,3,1.5,1330,6768,1,0,4,7,1330,0,1952,0,98155
"20141202T000000",425000,3,2.5,1630,10762,1,0,3,7,1630,0,1994,0,98011
"20140614T000000",850000,5,2.75,2920,11880,1,0,5,8,1660,1260,1968,0,98027
"20140717T000000",820000,5,2.75,2830,6137,2,0,3,9,2830,0,2010,0,98074
"20150113T000000",832000,4,2.25,3190,52953,2,0,4,10,3190,0,1980,0,98075
"20141203T000000",835000,3,1.75,1490,3840,2,0,3,8,1490,0,1984,2014,98033
"20150410T000000",350000,3,2.5,1630,3425,2,0,3,8,1630,0,1999,0,98059
"20140722T000000",349000,4,2.5,2280,4096,2,0,3,7,2280,0,2003,0,98056
"20140613T000000",1125000,6,3.75,3010,4360,2,0,3,9,2000,1010,2014,0,98103
"20150309T000000",320000,3,2.5,1590,3480,2,0,3,7,1590,0,2004,0,98056
"20150305T000000",150000,3,1,1250,7210,1,0,4,7,1250,0,1968,0,98031
"20141125T000000",340000,3,1,1710,10190,1,0,3,6,1310,400,1949,0,98168
"20141013T000000",785500,4,4,3280,8448,2,0,3,10,3280,0,2007,0,98075
"20150217T000000",410500,4,2.5,3362,8601,2,0,3,8,3362,0,2004,0,98003
"20140701T000000",580000,3,2.5,2200,11000,2,0,3,9,2200,0,1978,0,98008
"20150421T000000",345000,2,1.5,830,920,2,0,3,7,830,0,2005,0,98144
